@RELATION SimpleBotHROM

@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
c,c,r,rr,4,8,9,9,K,2,2,0,two_pairs
c,c,c,r,7,4,9,9,8,2,22,3,straight
r,c,c,c,A,K,3,7,4,1,2,0,one_pair
c,c,c,c,4,8,3,9,2,2,3,3,one_pair
c,r,r,rr,7,K,J,3,A,1,2,3,one_pair
c,c,c,c,A,5,7,J,7,2,2,0,one_pair
c,c,c,c,Q,3,4,2,T,2,3,4,one_pair
c,c,c,c,T,2,9,3,9,2,3,3,two_pairs
c,r,r,r,Q,T,T,4,9,1,2,0,two_pairs
c,r,r,c,A,6,2,A,7,2,2,3,flush
c,r,c,c,6,A,8,Q,3,1,2,3,one_pair
c,c,r,rr,5,A,8,J,A,3,4,4,flush
c,c,c,c,5,3,Q,4,7,2,2,0,one_pair
r,rr,r,c,A,K,J,4,3,1,1,0,one_pair
c,rr,c,c,5,7,T,7,A,1,1,0,two_pairs
c,c,c,r,6,T,T,Q,3,1,1,0,two_pairs
c,r,r,r,K,5,4,9,J,1,2,3,one_pair
c,c,c,c,Q,2,7,5,J,3,4,4,high_card
c,r,c,c,K,A,5,A,8,2,2,3,one_pair
c,c,c,c,K,8,7,8,J,2,2,0,one_pair
c,r,r,r,Q,6,Q,J,7,2,2,0,two_pairs
c,c,r,c,7,3,7,3,A,2,22,0,two_pairs
c,rr,r,rr,9,A,9,2,K,1,2,0,three_of_a_kind
c,c,rr,rr,8,A,6,Q,J,1,1,0,one_pair
c,c,c,c,3,5,Q,8,3,2,2,3,one_pair
c,rr,c,c,6,5,3,J,8,2,2,0,one_pair
c,r,c,c,5,T,K,J,6,2,2,3,one_pair
c,c,c,r,8,3,9,4,K,3,3,3,one_pair
c,r,r,r,6,A,Q,7,6,2,2,0,two_pairs
c,r,c,c,7,7,4,Q,2,1,1,0,two_pairs
c,c,rr,r,T,K,8,7,K,1,2,0,two_pairs
c,rr,r,rr,4,6,7,3,J,2,2,3,two_pairs
c,c,c,c,6,Q,5,K,3,2,22,3,high_card
c,c,r,r,Q,K,2,6,8,2,3,4,flush
r,r,r,c,9,8,7,9,6,2,2,0,one_pair
c,rr,c,r,T,9,K,A,8,1,2,0,one_pair
c,c,c,c,K,J,6,A,8,2,22,0,one_pair
c,r,c,r,Q,A,9,K,8,1,2,0,high_card
c,c,c,c,6,K,T,A,5,2,2,0,high_card
c,r,r,r,8,4,J,A,J,2,3,3,two_pairs
c,c,c,c,9,2,A,7,5,3,4,4,one_pair
c,c,c,rr,J,6,T,6,T,1,1,0,two_pairs
c,rr,rr,r,A,J,J,7,2,1,2,0,three_of_a_kind
c,r,r,c,8,9,2,2,5,1,2,0,one_pair
c,c,c,c,5,T,5,4,4,2,3,3,two_pairs
c,rr,r,rr,3,7,7,2,T,1,2,0,four_of_a_kind
c,r,rr,r,J,3,7,6,6,1,2,0,two_pairs
c,rr,rr,rr,A,6,8,4,6,1,1,0,two_pairs
c,rr,rr,r,T,7,J,7,2,1,1,0,two_pairs
c,r,c,r,7,9,J,2,6,1,2,0,two_pairs
c,r,r,rr,6,8,9,3,2,1,2,0,one_pair
c,c,c,c,Q,T,2,7,J,1,1,0,one_pair
r,rr,r,r,T,6,8,6,5,2,2,0,two_pairs
c,c,c,c,T,5,2,9,8,1,1,0,high_card
c,c,c,c,J,J,3,5,2,1,2,0,one_pair
c,rr,c,r,K,2,3,8,T,2,3,4,one_pair
c,r,c,c,4,6,2,6,4,1,2,0,two_pairs
c,c,r,c,T,K,5,2,6,2,22,3,one_pair
c,c,r,rr,A,J,7,8,7,2,3,3,straight
c,c,c,c,7,3,K,J,Q,2,2,3,one_pair
c,c,c,c,5,4,2,K,Q,1,2,3,one_pair
c,c,c,c,T,8,6,Q,9,2,3,3,straight
c,c,c,c,8,3,9,Q,7,2,3,3,one_pair
c,rr,r,r,5,8,2,K,J,3,4,4,two_pairs
r,c,c,c,4,2,9,8,9,2,2,0,one_pair
c,r,r,rr,6,9,5,3,4,2,3,4,flush
c,c,c,c,4,9,J,3,8,1,2,0,high_card
c,c,c,c,J,4,K,K,7,1,1,0,one_pair
c,c,c,c,8,6,2,T,7,2,3,3,high_card
c,r,c,c,Q,Q,8,9,4,1,2,0,one_pair
c,r,r,c,3,2,2,T,A,1,2,0,two_pairs
c,r,c,c,T,Q,7,K,8,1,1,0,high_card
r,r,r,c,8,A,5,8,9,2,2,0,two_pairs
c,c,c,c,9,Q,J,K,9,3,3,3,two_pairs
c,r,r,rr,A,J,8,9,4,2,2,0,straight
c,c,c,c,Q,2,4,T,A,1,2,0,one_pair
c,rr,c,c,2,T,6,K,Q,2,2,0,high_card
c,rr,rr,rr,A,4,5,J,6,1,1,0,straight
c,r,r,r,3,8,3,9,T,1,2,3,one_pair
c,r,c,c,6,7,8,K,K,3,3,3,one_pair
c,r,c,c,5,5,6,3,K,1,2,3,one_pair
c,c,c,c,A,J,3,A,4,2,22,3,one_pair
c,r,rr,r,2,K,Q,7,A,1,2,0,one_pair
c,c,r,r,3,T,9,A,Q,2,22,0,one_pair
c,c,r,rr,9,7,2,A,9,2,2,3,two_pairs
r,r,r,rr,A,4,9,T,5,2,3,3,two_pairs
c,c,c,c,9,J,J,K,J,2,2,0,three_of_a_kind
c,c,r,rr,4,3,2,J,A,2,2,0,one_pair
c,c,c,c,K,7,K,T,4,2,3,3,two_pairs
c,c,c,c,5,5,T,9,7,1,2,3,one_pair
c,r,c,rr,9,K,Q,4,2,2,2,0,one_pair
c,c,c,c,T,2,7,4,5,2,2,3,high_card
c,c,c,c,Q,5,T,Q,2,3,3,3,one_pair
c,c,c,c,T,J,A,T,Q,2,2,0,one_pair
c,c,c,c,3,9,J,3,7,3,3,3,one_pair
c,r,c,c,T,7,7,3,T,2,3,3,two_pairs
c,r,rr,r,T,9,A,J,Q,2,2,3,flush
c,c,r,c,7,T,3,3,K,2,22,0,two_pairs
c,c,c,c,5,J,T,Q,3,2,3,4,one_pair
c,r,c,r,3,A,5,3,Q,1,1,0,two_pairs
c,c,c,c,8,7,4,7,7,1,2,0,three_of_a_kind
rr,r,r,rr,3,T,K,6,K,2,22,3,two_pairs
c,c,c,c,T,7,2,6,J,2,22,0,high_card
rr,r,r,c,6,J,Q,5,8,2,22,0,one_pair
c,r,r,rr,6,A,7,8,2,2,2,0,straight
c,c,c,c,A,4,A,T,3,2,2,0,one_pair
c,c,c,c,5,9,4,Q,Q,1,2,0,one_pair
c,c,c,c,7,7,7,K,A,1,1,0,three_of_a_kind
